OFFER_ID,ZONE_ID,TPNB,OFFER_NAME,POS_DESCRIPTION1,START_DATE,END_DATE,CF_DESC1,CF_DESC2
A30544737,6,070266500,EMMI NAPPY CHANGE PACK W3.25 N2.25 S1.00,EMMI|NAPPY CHANGE PACK,23-Apr-13,17-Jun-13,SAVE �1.00 Was �3.25 Now �2.25,EMMI|NAPPY CHANGE PACK   Crossed out prices charged at most Tesco stores in GB
A30544737,7,070266500,EMMI NAPPY CHANGE PACK W3.25 N2.25 S1.00,EMMI|NAPPY CHANGE PACK,23-Apr-13,17-Jun-13,SAVE �1.00 Was �3.25 Now �2.25,EMMI|NAPPY CHANGE PACK   Crossed out prices charged at most Tesco stores in GB
A30544737,9,070266500,EMMI NAPPY CHANGE PACK W3.25 N2.25 S1.00,EMMI|NAPPY CHANGE PACK,23-Apr-13,17-Jun-13,SAVE �1.00 Was �3.25 Now �2.25,EMMI|NAPPY CHANGE PACK   Crossed out prices charged at most Tesco stores in GB
A30544738,5,070442332,BARBIE FURNITURE W12.00 N10.50 S1.50,BARBIE|FURNITURE,23-Apr-13,17-Jun-13,SAVE �1.50 Was �12.00 Now �10.50,BARBIE|FURNITURE   Crossed out prices charged at most Tesco stores in GB
A30544738,6,070442332,BARBIE FURNITURE W12.00 N10.50 S1.50,BARBIE|FURNITURE,23-Apr-13,17-Jun-13,SAVE �1.50 Was �12.00 Now �10.50,BARBIE|FURNITURE   Crossed out prices charged at most Tesco stores in GB
A30544738,7,070442332,BARBIE FURNITURE W12.00 N10.50 S1.50,BARBIE|FURNITURE,23-Apr-13,17-Jun-13,SAVE �1.50 Was �12.00 Now �10.50,BARBIE|FURNITURE   Crossed out prices charged at most Tesco stores in GB
A30544738,9,070442332,BARBIE FURNITURE W12.00 N10.50 S1.50,BARBIE|FURNITURE,23-Apr-13,17-Jun-13,SAVE �1.50 Was �12.00 Now �10.50,BARBIE|FURNITURE   Crossed out prices charged at most Tesco stores in GB
A30544756,5,071127520,EMMI COSY CARRY COT W6.50 N5.00 S1.50,EMMI |COSY CARRY COT,23-Apr-13,17-Jun-13,SAVE �1.50 Was �6.50 Now �5.00,EMMI |COSY CARRY COT   Crossed out prices charged at most Tesco stores in GB
A30544756,6,071127520,EMMI COSY CARRY COT W6.50 N5.00 S1.50,EMMI |COSY CARRY COT,23-Apr-13,17-Jun-13,SAVE �1.50 Was �6.50 Now �5.00,EMMI |COSY CARRY COT   Crossed out prices charged at most Tesco stores in GB
A30544756,7,071127520,EMMI COSY CARRY COT W6.50 N5.00 S1.50,EMMI |COSY CARRY COT,23-Apr-13,17-Jun-13,SAVE �1.50 Was �6.50 Now �5.00,EMMI |COSY CARRY COT   Crossed out prices charged at most Tesco stores in GB
A30544756,9,071127520,EMMI COSY CARRY COT W6.50 N5.00 S1.50,EMMI |COSY CARRY COT,23-Apr-13,17-Jun-13,SAVE �1.50 Was �6.50 Now �5.00,EMMI |COSY CARRY COT   Crossed out prices charged at most Tesco stores in GB
A30544768,5,071127572,EMMI FOOTWEAR W2.75 N2.00 S0.75,EMMI|FOOTWEAR,23-Apr-13,17-Jun-13,SAVE 75p Was �2.75 Now �2.00,EMMI|FOOTWEAR   Crossed out prices charged at most Tesco stores in GB
A30544768,6,071127572,EMMI FOOTWEAR W2.75 N2.00 S0.75,EMMI|FOOTWEAR,23-Apr-13,17-Jun-13,SAVE 75p Was �2.75 Now �2.00,EMMI|FOOTWEAR   Crossed out prices charged at most Tesco stores in GB
A30544768,7,071127572,EMMI FOOTWEAR W2.75 N2.00 S0.75,EMMI|FOOTWEAR,23-Apr-13,17-Jun-13,SAVE 75p Was �2.75 Now �2.00,EMMI|FOOTWEAR   Crossed out prices charged at most Tesco stores in GB
A30544768,9,071127572,EMMI FOOTWEAR W2.75 N2.00 S0.75,EMMI|FOOTWEAR,23-Apr-13,17-Jun-13,SAVE 75p Was �2.75 Now �2.00,EMMI|FOOTWEAR   Crossed out prices charged at most Tesco stores in GB
A30544769,5,071128513,PET PARLOUR FASHION ESSENTIALS W5.00 N4.25 S0.75,PET PARLOUR|FASHION ESSENTIALS,23-Apr-13,17-Jun-13,SAVE 75p Was �5.00 Now �4.25,PET PARLOUR|FASHION ESSENTIALS   Crossed out prices charged at most Tesco stores in GB
A30544769,6,071128513,PET PARLOUR FASHION ESSENTIALS W5.00 N4.25 S0.75,PET PARLOUR|FASHION ESSENTIALS,23-Apr-13,17-Jun-13,SAVE 75p Was �5.00 Now �4.25,PET PARLOUR|FASHION ESSENTIALS   Crossed out prices charged at most Tesco stores in GB
A30544769,7,071128513,PET PARLOUR FASHION ESSENTIALS W5.00 N4.25 S0.75,PET PARLOUR|FASHION ESSENTIALS,23-Apr-13,17-Jun-13,SAVE 75p Was �5.00 Now �4.25,PET PARLOUR|FASHION ESSENTIALS   Crossed out prices charged at most Tesco stores in GB
A30544769,9,071128513,PET PARLOUR FASHION ESSENTIALS W5.00 N4.25 S0.75,PET PARLOUR|FASHION ESSENTIALS,23-Apr-13,17-Jun-13,SAVE 75p Was �5.00 Now �4.25,PET PARLOUR|FASHION ESSENTIALS   Crossed out prices charged at most Tesco stores in GB
A30544771,5,051584993,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,5,067430961,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,5,067430978,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,5,071093408,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,6,051584993,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,6,067430961,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,6,067430978,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,6,071093408,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,7,051584993,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,7,067430961,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,7,067430978,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,7,071093408,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,8,051584993,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G|,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,8,067430961,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G|,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,8,067430978,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G|,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,8,071093408,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G|,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,9,051584993,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,9,067430961,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,9,067430978,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,9,071093408,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,15,051584993,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G|,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,15,067430961,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G|,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,15,067430978,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G|,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544771,15,071093408,L/MC VEG SAUSAGES/BURGERS/PLAITS 2>1.5 SV 50P,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G|,08-May-13,17-Jun-13,SAVE 50p Was �2.00 Now �1.50,LINDA MCCARTNEY|VEGETARIAN|SAUSAGES|BURGERS OR PLAITS|227G-340G   Crossed out prices charged at most Tesco stores in GB
A30544772,5,051396305,L/MC 4 COUNTRY PIES 664G 2.49>2 SV 49P,LINDA MCCARTNEY|COUNTRY PIES|664G,08-May-13,17-Jun-13,SAVE 49p Was �2.49 Now �2.00,LINDA MCCARTNEY|COUNTRY PIES|664G   Crossed out prices charged at most Tesco stores in GB
A30544772,6,051396305,L/MC 4 COUNTRY PIES 664G 2.49>2 SV 49P,LINDA MCCARTNEY|COUNTRY PIES|664G,08-May-13,17-Jun-13,SAVE 49p Was �2.49 Now �2.00,LINDA MCCARTNEY|COUNTRY PIES|664G   Crossed out prices charged at most Tesco stores in GB
A30544772,7,051396305,L/MC 4 COUNTRY PIES 664G 2.49>2 SV 49P,LINDA MCCARTNEY|COUNTRY PIES|664G,08-May-13,17-Jun-13,SAVE 49p Was �2.49 Now �2.00,LINDA MCCARTNEY|COUNTRY PIES|664G   Crossed out prices charged at most Tesco stores in GB
A30544772,9,051396305,L/MC 4 COUNTRY PIES 664G 2.49>2 SV 49P,LINDA MCCARTNEY|COUNTRY PIES|664G,08-May-13,17-Jun-13,SAVE 49p Was �2.49 Now �2.00,LINDA MCCARTNEY|COUNTRY PIES|664G   Crossed out prices charged at most Tesco stores in GB
A30544773,5,062967921,L/MC 6 VGTRN SAUSAGE ROLLS 342G 1.55>1 SV 55P,LINDA MCCARTNEY|6 VEGETARIAN|SAUSAGE ROLLS|342G,08-May-13,17-Jun-13,SAVE 55p Was �1.55 Now �1.00,LINDA MCCARTNEY|6 VEGETARIAN|SAUSAGE ROLLS|342G   Crossed out prices charged at most Tesco stores in GB
A30544773,6,062967921,L/MC 6 VGTRN SAUSAGE ROLLS 342G 1.55>1 SV 55P,LINDA MCCARTNEY|6 VEGETARIAN|SAUSAGE ROLLS|342G,08-May-13,17-Jun-13,SAVE 55p Was �1.55 Now �1.00,LINDA MCCARTNEY|6 VEGETARIAN|SAUSAGE ROLLS|342G   Crossed out prices charged at most Tesco stores in GB
A30544773,7,062967921,L/MC 6 VGTRN SAUSAGE ROLLS 342G 1.55>1 SV 55P,LINDA MCCARTNEY|6 VEGETARIAN|SAUSAGE ROLLS|342G,08-May-13,17-Jun-13,SAVE 55p Was �1.55 Now �1.00,LINDA MCCARTNEY|6 VEGETARIAN|SAUSAGE ROLLS|342G   Crossed out prices charged at most Tesco stores in GB
A30544773,9,062967921,L/MC 6 VGTRN SAUSAGE ROLLS 342G 1.55>1 SV 55P,LINDA MCCARTNEY|6 VEGETARIAN|SAUSAGE ROLLS|342G,08-May-13,17-Jun-13,SAVE 55p Was �1.55 Now �1.00,LINDA MCCARTNEY|6 VEGETARIAN|SAUSAGE ROLLS|342G   Crossed out prices charged at most Tesco stores in GB
A30544778,5,071127382,PET PARLOUR FURRY BAG W6.00 N5.25 S0.75,PET PARLOUR |FURRY BAG,23-Apr-13,17-Jun-13,SAVE 75p Was �6.00 Now �5.25,PET PARLOUR |FURRY BAG   Crossed out prices charged at most Tesco stores in GB
A30544778,6,071127382,PET PARLOUR FURRY BAG W6.00 N5.25 S0.75,PET PARLOUR |FURRY BAG,23-Apr-13,17-Jun-13,SAVE 75p Was �6.00 Now �5.25,PET PARLOUR |FURRY BAG   Crossed out prices charged at most Tesco stores in GB
A30544778,7,071127382,PET PARLOUR FURRY BAG W6.00 N5.25 S0.75,PET PARLOUR |FURRY BAG,23-Apr-13,17-Jun-13,SAVE 75p Was �6.00 Now �5.25,PET PARLOUR |FURRY BAG   Crossed out prices charged at most Tesco stores in GB
A30544778,9,071127382,PET PARLOUR FURRY BAG W6.00 N5.25 S0.75,PET PARLOUR |FURRY BAG,23-Apr-13,17-Jun-13,SAVE 75p Was �6.00 Now �5.25,PET PARLOUR |FURRY BAG   Crossed out prices charged at most Tesco stores in GB
A30544779,5,071128524,PET PARLOUR ACCESSORIES W4.50 N3.75 S0.75,PET PARLOUR|ACCESSORIES,23-Apr-13,17-Jun-13,SAVE 75p Was �4.50 Now �3.75,PET PARLOUR|ACCESSORIES   Crossed out prices charged at most Tesco stores in GB
A30544779,6,071128524,PET PARLOUR ACCESSORIES W4.50 N3.75 S0.75,PET PARLOUR|ACCESSORIES,23-Apr-13,17-Jun-13,SAVE 75p Was �4.50 Now �3.75,PET PARLOUR|ACCESSORIES   Crossed out prices charged at most Tesco stores in GB
A30544779,7,071128524,PET PARLOUR ACCESSORIES W4.50 N3.75 S0.75,PET PARLOUR|ACCESSORIES,23-Apr-13,17-Jun-13,SAVE 75p Was �4.50 Now �3.75,PET PARLOUR|ACCESSORIES   Crossed out prices charged at most Tesco stores in GB
A30544779,9,071128524,PET PARLOUR ACCESSORIES W4.50 N3.75 S0.75,PET PARLOUR|ACCESSORIES,23-Apr-13,17-Jun-13,SAVE 75p Was �4.50 Now �3.75,PET PARLOUR|ACCESSORIES   Crossed out prices charged at most Tesco stores in GB
A30544780,5,070924471,HELLO KITTY ICE CREAM PLAYSET W8.00 N7.00 S1.00,HELLO KITTY|ICE CREAM|PARTY DOUGH PLAYSET,23-Apr-13,17-Jun-13,SAVE �1.00 Was �8.00 Now �7.00,HELLO KITTY|ICE CREAM|PARTY DOUGH PLAYSET   Crossed out prices charged at most Tesco stores in GB
A30544780,6,070924471,HELLO KITTY ICE CREAM PLAYSET W8.00 N7.00 S1.00,HELLO KITTY|ICE CREAM|PARTY DOUGH PLAYSET,23-Apr-13,17-Jun-13,SAVE �1.00 Was �8.00 Now �7.00,HELLO KITTY|ICE CREAM|PARTY DOUGH PLAYSET   Crossed out prices charged at most Tesco stores in GB
A30544780,7,070924471,HELLO KITTY ICE CREAM PLAYSET W8.00 N7.00 S1.00,HELLO KITTY|ICE CREAM|PARTY DOUGH PLAYSET,23-Apr-13,17-Jun-13,SAVE �1.00 Was �8.00 Now �7.00,HELLO KITTY|ICE CREAM|PARTY DOUGH PLAYSET   Crossed out prices charged at most Tesco stores in GB
A30544780,9,070924471,HELLO KITTY ICE CREAM PLAYSET W8.00 N7.00 S1.00,HELLO KITTY|ICE CREAM|PARTY DOUGH PLAYSET,23-Apr-13,17-Jun-13,SAVE �1.00 Was �8.00 Now �7.00,HELLO KITTY|ICE CREAM|PARTY DOUGH PLAYSET   Crossed out prices charged at most Tesco stores in GB
A30544785,5,057489722,*AMBRE SOLAIRE��AFTER SUN SKIN 6>3 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544785,6,057489722,*AMBRE SOLAIRE��AFTER SUN SKIN 6>3 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544785,7,057489722,*AMBRE SOLAIRE��AFTER SUN SKIN 6>3 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544785,8,057489722,*AMBRE SOLAIRE��AFTER SUN SKIN 6>3 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544785,9,057489722,*AMBRE SOLAIRE��AFTER SUN SKIN 6>3 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544785,15,057489722,*AMBRE SOLAIRE��AFTER SUN SKIN 6>3 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544786,5,058289638,*NIVEA CHILDRENS SUN SPRAY 12>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544786,6,058289638,*NIVEA CHILDRENS SUN SPRAY 12>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544786,7,058289638,*NIVEA CHILDRENS SUN SPRAY 12>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544786,8,058289638,*NIVEA CHILDRENS SUN SPRAY 12>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544786,9,058289638,*NIVEA CHILDRENS SUN SPRAY 12>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544786,15,058289638,*NIVEA CHILDRENS SUN SPRAY 12>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544787,5,057496771,*AMBRE SOLAIRE�MOISTURISING 12>6 HP6,,08-May-13,02-Sep-13,#N/A,#N/A
A30544787,6,057496771,*AMBRE SOLAIRE�MOISTURISING 12>6 HP6,,08-May-13,02-Sep-13,#N/A,#N/A
A30544787,7,057496771,*AMBRE SOLAIRE�MOISTURISING 12>6 HP6,,08-May-13,02-Sep-13,#N/A,#N/A
A30544787,8,057496771,*AMBRE SOLAIRE�MOISTURISING 12>6 HP6,,08-May-13,02-Sep-13,#N/A,#N/A
A30544787,9,057496771,*AMBRE SOLAIRE�MOISTURISING 12>6 HP6,,08-May-13,02-Sep-13,#N/A,#N/A
A30544787,15,057496771,*AMBRE SOLAIRE�MOISTURISING 12>6 HP6,,08-May-13,02-Sep-13,#N/A,#N/A
A30544788,5,057496454,*AMBRE SOLAIRE�� MOISTURISING 12>6 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544788,6,057496454,*AMBRE SOLAIRE�� MOISTURISING 12>6 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544788,7,057496454,*AMBRE SOLAIRE�� MOISTURISING 12>6 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544788,8,057496454,*AMBRE SOLAIRE�� MOISTURISING 12>6 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544788,9,057496454,*AMBRE SOLAIRE�� MOISTURISING 12>6 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544788,15,057496454,*AMBRE SOLAIRE�� MOISTURISING 12>6 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544789,5,057494986,*AMBRE SOLAIRE�� MOISTURISING 13>6.5 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544789,6,057494986,*AMBRE SOLAIRE�� MOISTURISING 13>6.5 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544789,7,057494986,*AMBRE SOLAIRE�� MOISTURISING 13>6.5 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544789,8,057494986,*AMBRE SOLAIRE�� MOISTURISING 13>6.5 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544789,9,057494986,*AMBRE SOLAIRE�� MOISTURISING 13>6.5 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544789,15,057494986,*AMBRE SOLAIRE�� MOISTURISING 13>6.5 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544790,5,063722812,*NIVEA INVISIBLE PROTECT SPRAY 14>7 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544790,6,063722812,*NIVEA INVISIBLE PROTECT SPRAY 14>7 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544790,7,063722812,*NIVEA INVISIBLE PROTECT SPRAY 14>7 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544790,8,063722812,*NIVEA INVISIBLE PROTECT SPRAY 14>7 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544790,9,063722812,*NIVEA INVISIBLE PROTECT SPRAY 14>7 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544790,15,063722812,*NIVEA INVISIBLE PROTECT SPRAY 14>7 HP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544791,5,051012450,*NIVEA MOISTNG�SUN LOTION 10>5 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544791,6,051012450,*NIVEA MOISTNG�SUN LOTION 10>5 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544791,7,051012450,*NIVEA MOISTNG�SUN LOTION 10>5 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544791,8,051012450,*NIVEA MOISTNG�SUN LOTION 10>5 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544791,9,051012450,*NIVEA MOISTNG�SUN LOTION 10>5 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544791,15,051012450,*NIVEA MOISTNG�SUN LOTION 10>5 HP,,09-May-13,02-Sep-13,#N/A,#N/A
A30544792,5,058175018,*NIVEA MOISTNG��SUN LOTION 13>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544792,6,058175018,*NIVEA MOISTNG��SUN LOTION 13>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544792,7,058175018,*NIVEA MOISTNG��SUN LOTION 13>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544792,8,058175018,*NIVEA MOISTNG��SUN LOTION 13>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544792,9,058175018,*NIVEA MOISTNG��SUN LOTION 13>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544792,15,058175018,*NIVEA MOISTNG��SUN LOTION 13>5 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544793,5,060605484,*AMBRE SOLAIRE�KIDS SPRAY 13>6 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
A30544793,6,060605484,*AMBRE SOLAIRE�KIDS SPRAY 13>6 BTHP,,08-May-13,02-Sep-13,#N/A,#N/A
