"TPNB","ZONE_ID","OFFER_ID","OFFER_NAME","EFFECTIVE_DATE","END_DATE"
"070719714",7,"A30718593","PSYLLIUM FIBRE 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"070719714",9,"A30718593","PSYLLIUM FIBRE 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"070719714",5,"A30718593","PSYLLIUM FIBRE 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"070719714",6,"A30718593","PSYLLIUM FIBRE 60 CAPSULES 6.49-4.5 s1.99","20130729","20130819"
"070719766",5,"A30718594","SOYA LECITHIN+STAR 30 CAPSULES 5.39-3.5 s1.89","20130729","20130819"
"070719766",6,"A30718594","SOYA LECITHIN+STAR 30 CAPSULES 5.39-3.5 s1.89","20130729","20130819"
"070719766",7,"A30718594","SOYA LECITHIN+STAR 30 CAPSULES 5.39-3.5 s1.89","20130729","20130819"
"070719766",9,"A30718594","SOYA LECITHIN+STAR 30 CAPSULES 5.39-3.5 s1.89","20130729","20130819"
"070719806",5,"A30718595","SPECTRUM ADULT 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"070719806",6,"A30718595","SPECTRUM ADULT 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"070719806",7,"A30718595","SPECTRUM ADULT 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"070719806",9,"A30718595","SPECTRUM ADULT 60 CAPSULES 8.59-5.5 s3.09","20130729","20130819"
"070719864",5,"A30718596","VITAMIN B12 1000MCG 30 CAPSULES 5.4-3.5 s1.9","20130729","20130819"
"070719864",6,"A30718596","VITAMIN B12 1000MCG 30 CAPSULES 5.4-3.5 s1.9","20130729","20130819"
"070719864",7,"A30718596","VITAMIN B12 1000MCG 30 CAPSULES 5.4-3.5 s1.9","20130729","20130819"
"070719864",9,"A30718596","VITAMIN B12 1000MCG 30 CAPSULES 5.4-3.5 s1.9","20130729","20130819"
"070719956",6,"A30718597","VITAMIN B12 1000MCG CAPSULES 16.09-10.5 s5.59","20130729","20130819"
"070719956",7,"A30718597","VITAMIN B12 1000MCG CAPSULES 16.09-10.5 s5.59","20130729","20130819"
"070719956",9,"A30718597","VITAMIN B12 1000MCG CAPSULES 16.09-10.5 s5.59","20130729","20130819"
"070719956",5,"A30718597","VITAMIN B12 1000MCG CAPSULES 16.09-10.5 s5.59","20130729","20130819"
"070720014",5,"A30718598","VITAMIN B-COMPLEX 30CAPSULES 5.5-3.5 s2","20130729","20130819"
"070720014",6,"A30718598","VITAMIN B-COMPLEX 30CAPSULES 5.5-3.5 s2","20130729","20130819"
"070720014",7,"A30718598","VITAMIN B-COMPLEX 30CAPSULES 5.5-3.5 s2","20130729","20130819"
"070720014",9,"A30718598","VITAMIN B-COMPLEX 30CAPSULES 5.5-3.5 s2","20130729","20130819"
"070720061",5,"A30718599","VITAMIN B-COMPLEX 60 CAPSULES 9.65-6.5 s3.15","20130729","20130819"
"070720061",6,"A30718599","VITAMIN B-COMPLEX 60 CAPSULES 9.65-6.5 s3.15","20130729","20130819"
"070720061",7,"A30718599","VITAMIN B-COMPLEX 60 CAPSULES 9.65-6.5 s3.15","20130729","20130819"
"070720061",9,"A30718599","VITAMIN B-COMPLEX 60 CAPSULES 9.65-6.5 s3.15","20130729","20130819"
"070720101",5,"A30718600","VITAMIN B-COMPLEX + C30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070720101",6,"A30718600","VITAMIN B-COMPLEX + C30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070720101",7,"A30718600","VITAMIN B-COMPLEX + C30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070720101",9,"A30718600","VITAMIN B-COMPLEX + C30 CAPSULES 6.39-4.5 s1.89","20130729","20130819"
"070720176",5,"A30718601","VITAMIN C 1000MG 60 CAPSULES 8.69-5.79 s2.9","20130729","20130819"
"070720176",6,"A30718601","VITAMIN C 1000MG 60 CAPSULES 8.69-5.79 s2.9","20130729","20130819"
"070720176",7,"A30718601","VITAMIN C 1000MG 60 CAPSULES 8.69-5.79 s2.9","20130729","20130819"
"070720176",9,"A30718601","VITAMIN C 1000MG 60 CAPSULES 8.69-5.79 s2.9","20130729","20130819"
"070720204",5,"A30718602","VITAMIN C 1000MG SR60 CAPSULES 9.69-6.5 s3.19","20130729","20130819"
"070720204",6,"A30718602","VITAMIN C 1000MG SR60 CAPSULES 9.69-6.5 s3.19","20130729","20130819"
"070720204",7,"A30718602","VITAMIN C 1000MG SR60 CAPSULES 9.69-6.5 s3.19","20130729","20130819"
"070720204",9,"A30718602","VITAMIN C 1000MG SR60 CAPSULES 9.69-6.5 s3.19","20130729","20130819"
