"ITEM","ZONE_ID","OFFER_ID","OFFER_NAME","EFFECTIVE_DATE","END_DATE"
"050502436",13,"R30747281","JF CONDBRILL B LIQ SHINE 250ML Nw 5","20130729","20130819"
"051622776",12,"R30747282","JF FRIZZ EASE  ST HEAD  SMPO 250ML Nw 5","20130729","20130819"
"051658215",13,"R30747282","JF FRIZZ EASE  ST HEAD  SMPO 250ML Nw 5","20130729","20130819"
"051743114",12,"R30747283","JF FRIZZ EASE  S AHEAD  COND 250ML Nw 5","20130729","20130819"
"051658221",13,"R30747283","JF FRIZZ EASE  S AHEAD  COND 250ML Nw 5","20130729","20130819"
"050502436",12,"R30747284","JF FRIZZ EASE  CURL A  SMPO 250ML Nw 5","20130729","20130819"
"050502436-004",13,"R30747284","JF FRIZZ EASE  CURL A  SMPO 250ML Nw 5","20130729","20130819"
"050502436-004",12,"R30747285","JF FRIZZ EASE  CURL A COND 250ML Nw 5","20130729","20130819"
"050502436-001",13,"R30747285","JF FRIZZ EASE  CURL A COND 250ML Nw 5","20130729","20130819"
"050502436-001",12,"R30747286","SB M SPOOFOR LIGHTER  BNDS 250ML Nw 5","20130729","20130819"
"050502436-002",13,"R30747286","SB M SPOOFOR LIGHTER  BNDS 250ML Nw 5","20130729","20130819"
"050502436-002",12,"R30747287","JF SHEER BNDMST COND LBNDS 250ML Nw 5","20130729","20130819"
"050502436-003",13,"R30747287","JF SHEER BNDMST COND LBNDS 250ML Nw 5","20130729","20130819"
"050502436-003",12,"R30747288","JF FRIZZ EASE  SMOTH S  SPOO 250ML Nw 5","20130729","20130819"
"073633418",13,"R30747288","JF FRIZZ EASE  SMOTH S  SPOO 250ML Nw 5","20130729","20130819"
"073634688",12,"R30747289","JF FRIZZ EASE  S STRT  COND  250ML Nw 5","20130729","20130819"
"053733328",13,"R30747289","JF FRIZZ EASE  S STRT  COND  250ML Nw 5","20130729","20130819"
"073633418",12,"R30747290","SB ENHAN SPOO  FOR   BNDS 250ML Nw 5","20130729","20130819"
"053733328",13,"R30747290","SB ENHAN SPOO  FOR   BNDS 250ML Nw 5","20130729","20130819"
"073634688",12,"R30747291","SB ENHAN SPOO  F D  BNDS 250ML Nw 5","20130729","20130819"
"073633418",13,"R30747291","SB ENHAN SPOO  F D  BNDS 250ML Nw 5","20130729","20130819"
"053733328",12,"R30747292","SB M SPOOFOR DARKER  BNDS 250ML Nw 5","20130729","20130819"
"073634688",13,"R30747292","SB M SPOOFOR DARKER  BNDS 250ML Nw 5","20130729","20130819"
"073634688",12,"R30747293","SB ENHAN CND  F L  BNDS 250ML Nw 5","20130729","20130819"
"053733328-001",13,"R30747293","SB ENHAN CND  F L  BNDS 250ML Nw 5","20130729","20130819"
"053733328-001",12,"R30747294","SB ENHAN COND  F  BNDS 250ML Nw 5","20130729","20130819"
"073633418",13,"R30747294","SB ENHAN COND  F  BNDS 250ML Nw 5","20130729","20130819"
"053733328",12,"R30747295","SB M COND FOR DARKER  BNDS 250ML Nw 5","20130729","20130819"
"053733328-001",13,"R30747295","SB M COND FOR DARKER  BNDS 250ML Nw 5","20130729","20130819"
"053733328-001",12,"R30747296","JF SHEER BNDCLR RENEW  SMPO 250ML Nw 5","20130729","20130819"
"050952611",13,"R30747296","JF SHEER BNDCLR RENEW  SMPO 250ML Nw 5","20130729","20130819"
"050952611",12,"R30747297","JF SHEER BNDCLR RENEW  COND 250ML Nw 5","20130729","20130819"
"050952611-001",13,"R30747297","JF SHEER BNDCLR RENEW  COND 250ML Nw 5","20130729","20130819"
"050952611-001",12,"R30747298","JF SHEER BND EVERASTING  SMPO250ML Nw 5","20130729","20130819"
"051743114",13,"R30747298","JF SHEER BND EVERASTING  SMPO250ML Nw 5","20130729","20130819"
"051743114",12,"R30747299","JF SHEER BND EVERASTING  CND 250ML Nw 5","20130729","20130819"
"073668757",13,"R30747299","JF SHEER BND EVERASTING  CND 250ML Nw 5","20130729","20130819"
"073668757",12,"R30747300","BB ENHAN SPOO  FOR ALL B 250ML Nw 5","20130729","20130819"
"063363574",13,"R30747300","BB ENHAN SPOO  FOR ALL B 250ML Nw 5","20130729","20130819"
"063363574",12,"R30747301","BB M SPOOFOR ALL  250ML Nw 5","20130729","20130819"
"066602796",13,"R30747301","BB M SPOOFOR ALL  250ML Nw 5","20130729","20130819"
"066602796",12,"R30747302","BB ENHAN COND  FOR ALL B 250ML Nw 5","20130729","20130819"
"052167817",13,"R30747302","BB ENHAN COND  FOR ALL B 250ML Nw 5","20130729","20130819"
"052167817",12,"R30747303","BB M COND FOR ALL B 250ML Nw 5","20130729","20130819"
"072502760",13,"R30747303","BB M COND FOR ALL B 250ML Nw 5","20130729","20130819"
"065865478",12,"R30747304","JF RADIANT RED SHAMPOO 250ML Nw 5","20130729","20130819"
"072502760",13,"R30747304","JF RADIANT RED SHAMPOO 250ML Nw 5","20130729","20130819"
"065865478",12,"R30747305","JF RADIANT RED CONDITIONER  250ML Nw 5","20130729","20130819"
"072502760",13,"R30747305","JF RADIANT RED CONDITIONER  250ML Nw 5","20130729","20130819"
"065865478",12,"R30747306","JF  FULL RFULL B SMPO 250ML Nw 5","20130729","20130819"
"065865478",13,"R30747306","JF  FULL RFULL B SMPO 250ML Nw 5","20130729","20130819"
"072502760",12,"R30747307","JF FULL REPAIR  DEEP CR250ML Nw 5","20130729","20130819"
"072568687",13,"R30747307","JF FULL REPAIR  DEEP CR250ML Nw 5","20130729","20130819"
"072568687",12,"R30747308","PFT 10  C L ASHBND 9A Nw 6.50","20130729","20130819"
"072568687",13,"R30747308","PFT 10  C L ASHBND 9A Nw 6.50","20130729","20130819"
"072568687",13,"R30747309","PFT 10 H CLR L  BROWN 6 Nw 6.50","20130729","20130819"
"062608456",12,"R30747309","PFT 10 H CLR L  BROWN 6 Nw 6.50","20130729","20130819"
"062608456",13,"R30747310","PFT 10 H CLR l BND 10 Nw 6.50","20130729","20130819"
"063969416",12,"R30747310","PFT 10 H CLR l BND 10 Nw 6.50","20130729","20130819"
"063969416",13,"R30747311","PFT 10 H CLR MEDIUM  BROWN 5 Nw 6.50","20130729","20130819"
"062608456",12,"R30747311","PFT 10 H CLR MEDIUM  BROWN 5 Nw 6.50","20130729","20130819"
"071376909",13,"R30747319","N&E  CLR BLEND  FOAM LGHT BLD 9 Nw 7","20130729","20130819"
"067780315",12,"R30747319","N&E  CLR BLEND  FOAM LGHT BLD 9 Nw 7","20130729","20130819"
"065102646",13,"R30747320","N&E  CLR BLEND  DARKEST BRWN 3 Nw 7","20130729","20130819"
"065102646",12,"R30747320","N&E  CLR BLEND  DARKEST BRWN 3 Nw 7","20130729","20130819"
"067780315",13,"R30747321","N&E  CLR BLEND  EXTRA LIGHT 10 Nw 7","20130729","20130819"
"067780315",12,"R30747321","N&E  CLR BLEND  EXTRA LIGHT 10 Nw 7","20130729","20130819"
"067780315",13,"R30747322","N&E  CLR BLEND  LGHT ASH 9A Nw 7","20130729","20130819"
"067780315",12,"R30747322","N&E  CLR BLEND  LGHT ASH 9A Nw 7","20130729","20130819"
"065102646",13,"R30747323","N&E  CLR BLEND  FOAM MED BLD 8 Nw 7","20130729","20130819"
"071376909",12,"R30747323","N&E  CLR BLEND  FOAM MED BLD 8 Nw 7","20130729","20130819"
"072382214",13,"R30747324","N&E  CLR BLEND MEDCPAGNE BLD 8C Nw 7","20130729","20130819"
"072382214",12,"R30747324","N&E  CLR BLEND MEDCPAGNE BLD 8C Nw 7","20130729","20130819"
"072382214",13,"R30747325","N&E  CLR BLEND MEDGOLDEN BND 8G Nw 7","20130729","20130819"
"063530906",12,"R30747325","N&E  CLR BLEND MEDGOLDEN BND 8G Nw 7","20130729","20130819"
"053608178",13,"R30747326","N&E  CLR BLENDFOAMLGHT GLD BRWN 6G Nw 7","20130729","20130819"
"053608178",12,"R30747326","N&E  CLR BLENDFOAMLGHT GLD BRWN 6G Nw 7","20130729","20130819"
"051676625",13,"R30747327","N&E  CLR BLENDFOAMLIGHT BROWN 6 Nw 7","20130729","20130819"
"051676625",12,"R30747327","N&E  CLR BLENDFOAMLIGHT BROWN 6 Nw 7","20130729","20130819"
"060487680",13,"R30747328","N&E  CLR BLENDFOAMLTST GLDBRWN6.5G Nw 7","20130729","20130819"
"060487680",12,"R30747328","N&E  CLR BLENDFOAMLTST GLDBRWN6.5G Nw 7","20130729","20130819"
"072380954",13,"R30747329","N&E  CLR BLENDFOAMMED GLDN BRWN 5G Nw 7","20130729","20130819"
"073740049",12,"R30747329","N&E  CLR BLENDFOAMMED GLDN BRWN 5G Nw 7","20130729","20130819"
"064161287",13,"R30747330","N&E  CLR BLEND  DARK AUBURN 4R Nw 7","20130729","20130819"
"060487956",12,"R30747330","N&E  CLR BLEND  DARK AUBURN 4R Nw 7","20130729","20130819"
"056157719-001",13,"R30747331","G O  4.15 ICED  CHC 950ML Nw 8.65","20130729","20130819"
"060483943",12,"R30747331","G O  4.15 ICED  CHC 950ML Nw 8.65","20130729","20130819"
"060483943",13,"R30747332","GANIER  OLIA 5.0  BROWN 950ML Nw 8.65","20130729","20130819"
"064161287-001",12,"R30747332","GANIER  OLIA 5.0  BROWN 950ML Nw 8.65","20130729","20130819"
"064161287-001",13,"R30747333","OLIA 6.0  LIGHT BROWN  950ML Nw 8.65","20130729","20130819"
"073723681",12,"R30747333","OLIA 6.0  LIGHT BROWN  950ML Nw 8.65","20130729","20130819"
"054422933",13,"R30747334","OLIA 6.60  INTENSE RED  950ML Nw 8.65","20130729","20130819"
"054422933",12,"R30747334","OLIA 6.60  INTENSE RED  950ML Nw 8.65","20130729","20130819"
"063530906-001",13,"R30747335","OLIA 10.0 V  L BND  950ML Nw 8.65","20130729","20130819"
"054552531",12,"R30747335","OLIA 10.0 V  L BND  950ML Nw 8.65","20130729","20130819"
"054552531",13,"R30747336","GRNR  O 5.3 G BROWN 950ML Nw 8.65","20130729","20130819"
"060487956",12,"R30747336","GRNR  O 5.3 G BROWN 950ML Nw 8.65","20130729","20130819"
"056157719",13,"R30747337","GRNR  O 3.0  S B 950ML Nw 8.65","20130729","20130819"
"063529293-001",12,"R30747337","GRNR  O 3.0  S B 950ML Nw 8.65","20130729","20130819"
"054552531",13,"R30747338","GRNR  OLIA 3.16  VIOLET 950ML Nw 8.65","20130729","20130819"
"056157719",12,"R30747338","GRNR  OLIA 3.16  VIOLET 950ML Nw 8.65","20130729","20130819"
"060487956",13,"R30747339","GRNR  O 4.0  d BRWN 950ML Nw 8.65","20130729","20130819"
"073740049",12,"R30747339","GRNR  O 4.0  d BRWN 950ML Nw 8.65","20130729","20130819"
"065940124",13,"R30747340","GRNR O 5.25 F  C 950ML Nw 8.65","20130729","20130819"
"065940124",12,"R30747340","GRNR O 5.25 F  C 950ML Nw 8.65","20130729","20130819"
"065940124",13,"R30747341","OLIA 7.0  DARK BLOND  950ML Nw 8.65","20130729","20130819"
"053609087-001",12,"R30747341","OLIA 7.0  DARK BLOND  950ML Nw 8.65","20130729","20130819"
"063529293-001",13,"R30747342","OLIA 6.3 GOLD  LI  950ML Nw 8.65","20130729","20130819"
"053609087",12,"R30747342","OLIA 6.3 GOLD  LI  950ML Nw 8.65","20130729","20130819"
"053609087",13,"R30747343","OLIA 9.3 GOLD  L BLOND  950ML Nw 8.65","20130729","20130819"
"063530906",12,"R30747343","OLIA 9.3 GOLD  L BLOND  950ML Nw 8.65","20130729","20130819"
"072381481",13,"R30747344","GRNR O GOLDEN DARK  BROWN Nw 8.65","20130729","20130819"
"073740090",12,"R30747344","GRNR O GOLDEN DARK  BROWN Nw 8.65","20130729","20130819"
"073740090",13,"R30747345","GRNR  OLIA 4.6  DEEP RED 950ML Nw 8.65","20130729","20130819"
"073740090",12,"R30747345","GRNR  OLIA 4.6  DEEP RED 950ML Nw 8.65","20130729","20130819"
"053609087-001",13,"R30747346","OLIA  BEIGE D BND  950ML Nw 8.65","20130729","20130819"
"054552531",12,"R30747346","OLIA  BEIGE D BND  950ML Nw 8.65","20130729","20130819"
"064161287",13,"R30747347","OLIA 8.0 BLONDE 950ML Nw 8.65","20130729","20130819"
"056157719-001",12,"R30747347","OLIA 8.0 BLONDE 950ML Nw 8.65","20130729","20130819"
"073723681",13,"R30747348","OLIA 9.0  LIGHT BLONDE  950ML Nw 8.65","20130729","20130819"
"073723681",12,"R30747348","OLIA 9.0  LIGHT BLONDE  950ML Nw 8.65","20130729","20130819"
"058357860",13,"R30747349","LYNX DRKN  TEMP XL  SGEL 400ML Sve 33%","20130729","20130819"
"058357860",12,"R30747349","LYNX DRKN  TEMP XL  SGEL 400ML Sve 33%","20130729","20130819"
"053609087",13,"R30747350","LYNX SHOWER  GEL APOLLO  400ML Sve 33%","20130729","20130819"
"053608178",12,"R30747350","LYNX SHOWER  GEL APOLLO  400ML Sve 33%","20130729","20130819"
"051676625",13,"R30747351","LYNX BLACK  A SWR GEL 400ML Sve 33%","20130729","20130819"
"072380954",12,"R30747351","LYNX BLACK  A SWR GEL 400ML Sve 33%","20130729","20130819"
"072381481",13,"R30747352","LYNX  SWR GEL  C M 400ML Sve 33%","20130729","20130819"
"072381481",12,"R30747352","LYNX  SWR GEL  C M 400ML Sve 33%","20130729","20130819"
"063530906-001",13,"R30747353","LYNX  SHOWER GEL  EXCITE 400ML Sve 33%","20130729","20130819"
"073740049",12,"R30747353","LYNX  SHOWER GEL  EXCITE 400ML Sve 33%","20130729","20130819"
"056157719",13,"R30747354","LYNX  APOLLO  SHAMPOO 300ML Sve 33%","20130729","20130819"
"056157719-001",12,"R30747354","LYNX  APOLLO  SHAMPOO 300ML Sve 33%","20130729","20130819"
"064161287-001",13,"R30747355","LYNX DARK  TEMP SMPO 300ML Sve 33%","20130729","20130819"
"058357860",12,"R30747355","LYNX DARK  TEMP SMPO 300ML Sve 33%","20130729","20130819"
"063529293",13,"R30747356","LYNX  SHAMPOO 2 IN 1  300ML Sve 33%","20130729","20130819"
"063530906",12,"R30747356","LYNX  SHAMPOO 2 IN 1  300ML Sve 33%","20130729","20130819"
"060487680",13,"R30747357","LYNX SPOO   2 IN 1 300ML Sve 33%","20130729","20130819"
"072380954",12,"R30747357","LYNX SPOO   2 IN 1 300ML Sve 33%","20130729","20130819"
"073740090",13,"R30747358","LYNX  SHAMPOO ATTRACT 300ML Sve 33%","20130729","20130819"
"063529293-001",12,"R30747358","LYNX  SHAMPOO ATTRACT 300ML Sve 33%","20130729","20130819"
"063969416",13,"R30747359","LYNX  GEL CLEAN CUY  LOOK 75ML Sve 33%","20130729","20130819"
"062608456",12,"R30747359","LYNX  GEL CLEAN CUY  LOOK 75ML Sve 33%","20130729","20130819"
"063969416",13,"R30747360","LYNX  APOLLO  HAIR GEL 125ML Sve 33%","20130729","20130819"
"054355200-001",12,"R30747360","LYNX  APOLLO  HAIR GEL 125ML Sve 33%","20130729","20130819"
"054355200",13,"R30747361","LYNX  HOT N GEL 125ML Sve 33%","20130729","20130819"
"054355200",12,"R30747361","LYNX  HOT N GEL 125ML Sve 33%","20130729","20130819"
"054355200",13,"R30747362","LYNX  ANTIFLOP  HSPRY 200ML Sve 33%","20130729","20130819"
"054355200-001",12,"R30747362","LYNX  ANTIFLOP  HSPRY 200ML Sve 33%","20130729","20130819"
"054355200-001",13,"R30747363","LYNX  GEL MESSY LOOK  75ML Sve 33%","20130729","20130819"
"054355200-001",12,"R30747363","LYNX  GEL MESSY LOOK  75ML Sve 33%","20130729","20130819"
"054355200",13,"R30747364","LYNX  GEL SPIKED  UP LOOK 75ML Sve 33%","20130729","20130819"
"063530906-001",12,"R30747364","LYNX  GEL SPIKED  UP LOOK 75ML Sve 33%","20130729","20130819"
"053609087-001",13,"R30747365","VO5 EXTRE  HSPRY 200ML Sve 33%","20130729","20130819"
"064161287",12,"R30747365","VO5 EXTRE  HSPRY 200ML Sve 33%","20130729","20130819"
"060483943",13,"R30747366","VO5 EXTREME   REWORK 140ML Sve 33%","20130729","20130819"
"058357860",12,"R30747366","VO5 EXTREME   REWORK 140ML Sve 33%","20130729","20130819"
"054422933",13,"R30747367","VO5 EXTREME  SPRY  DEF 140ML Sve 33%","20130729","20130819"
"063529293",12,"R30747367","VO5 EXTREME  SPRY  DEF 140ML Sve 33%","20130729","20130819"
"063529293",13,"R30747368","VO5 EXTREME  UP140ML Sve 33%","20130729","20130819"
"063529293",12,"R30747368","VO5 EXTREME  UP140ML Sve 33%","20130729","20130819"
"072382214",13,"R30747374","VEET IN SHOWER  H R 150ML Sve 33%","20130729","20130819"
"053609087",12,"R30747374","VEET IN SHOWER  H R 150ML Sve 33%","20130729","20130819"
"063530906",13,"R30747375","VEET IN SHOWER  CE 150ML Sve 33%","20130729","20130819"
"053608178",12,"R30747375","VEET IN SHOWER  CE 150ML Sve 33%","20130729","20130819"
"051676625",13,"R30747376","VEET SPRY ON  C  150ML Sve 33%","20130729","20130819"
"060487680",12,"R30747376","VEET SPRY ON  C  150ML Sve 33%","20130729","20130819"
"072380954",12,"R30747377","VEET SPRY ON  CE 150ML Sve 33%","20130729","20130819"
"072381481",13,"R30747377","VEET SPRY ON  CE 150ML Sve 33%","20130729","20130819"
"063529293-001",12,"R30747378","VEET  WARM WAX  JAR 250ML Sve 33%","20130729","20130819"
"063530906-001",13,"R30747378","VEET  WARM WAX  JAR 250ML Sve 33%","20130729","20130819"
"053609087-001",12,"R30747379","VEET 3 MINS NL  CREAM 200ML Sve 33%","20130729","20130819"
"073740049",13,"R30747379","VEET 3 MINS NL  CREAM 200ML Sve 33%","20130729","20130819"
"065940124",12,"R30747380","VEET 5 MINS SL  CREAM 200ML Sve 33%","20130729","20130819"
"064161287",13,"R30747380","VEET 5 MINS SL  CREAM 200ML Sve 33%","20130729","20130819"
"060487956",12,"R30747382","LRL PARIS  ENT SO SLEEK 400ML Sve 33%","20130729","20130819"
"056157719",13,"R30747382","LRL PARIS  ENT SO SLEEK 400ML Sve 33%","20130729","20130819"
"056157719-001",12,"R30747383","LRL STUDIO  HOT S  CREAM 200ML Sve 33%","20130729","20130819"
"060483943",13,"R30747383","LRL STUDIO  HOT S  CREAM 200ML Sve 33%","20130729","20130819"
"064161287-001",12,"R30747384","STUDIO STYLE  AC 200ML Sve 33%","20130729","20130819"
"073723681",13,"R30747384","STUDIO STYLE  AC 200ML Sve 33%","20130729","20130819"
"054422933",12,"R30747385","STUDIO LINE  FH 150ML Sve 33%","20130729","20130819"
"071047902",13,"R30747385","STUDIO LINE  FH 150ML Sve 33%","20130729","20130819"
"063755456",12,"R30747386","LRL PARIS  S SPONGE 150 Sve 33%","20130729","20130819"
"063755456",13,"R30747386","LRL PARIS  S SPONGE 150 Sve 33%","20130729","20130819"
"063755446",12,"R30747387","LRL M  PASTE 150ML Sve 33%","20130729","20130819"
"063755446",13,"R30747387","LRL M  PASTE 150ML Sve 33%","20130729","20130819"
"063755433",12,"R30747388","LRL STUDIO  SPRY 150ML Sve 33%","20130729","20130819"
"063755433",13,"R30747388","LRL STUDIO  SPRY 150ML Sve 33%","20130729","20130819"
"071047902",12,"R30747389","SANEX PRO  HYDRATE  50ML Sve 33%","20130729","20130819"
"054355200",13,"R30747389","SANEX PRO  HYDRATE  50ML Sve 33%","20130729","20130819"
"054355200-001",12,"R30747390","SANEX FOR MEN  EXTRA   150ML Sve 33%","20130729","20130819"
"054355200-001",13,"R30747390","SANEX FOR MEN  EXTRA   150ML Sve 33%","20130729","20130819"
"054355200",12,"R30747391","SANEX PRO  HYDRATE  150ML Sve 33%","20130729","20130819"
"054310052",13,"R30747391","SANEX PRO  HYDRATE  150ML Sve 33%","20130729","20130819"
"054310052",12,"R30747392","SANEX  DERMO EX  250ML Sve 33%","20130729","20130819"
"054310052",13,"R30747392","SANEX  DERMO EX  250ML Sve 33%","20130729","20130819"
"054310052",12,"R30747393","SANEX  DERMO INISIBLE APD 250ML Sve 33%","20130729","20130819"
"054844877",13,"R30747393","SANEX  DERMO INISIBLE APD 250ML Sve 33%","20130729","20130819"
"054844877",12,"R30747394","SANEX  DERMO  APD 250ML Sve 33%","20130729","20130819"
"073518711",13,"R30747394","SANEX  DERMO  APD 250ML Sve 33%","20130729","20130819"
"073518711",12,"R30747395","SANEX DEO ZERO  EFFECTIVE 250ML Sve 33%","20130729","20130819"
"073570745",13,"R30747395","SANEX DEO ZERO  EFFECTIVE 250ML Sve 33%","20130729","20130819"
"073570745",12,"R30747396","JF FRIZZ EASE  CURL    200ML Sve 33%","20130729","20130819"
"054310052",13,"R30747396","JF FRIZZ EASE  CURL    200ML Sve 33%","20130729","20130819"
"054310052",12,"R30747397","JF FRIZZ EASE    250ML Sve 33%","20130729","20130819"
"074130729",13,"R30747397","JF FRIZZ EASE    250ML Sve 33%","20130729","20130819"
"074129277",12,"R30747398","JF FRIZZ EASE   CUL  SPRY 200ML Sve 33%","20130729","20130819"
"074129231",13,"R30747398","JF FRIZZ EASE   CUL  SPRY 200ML Sve 33%","20130729","20130819"
"074129277",12,"R30747399","JF FRIZZ EASE    MIST 75ML Sve 33%","20130729","20130819"
"074129628",13,"R30747399","JF FRIZZ EASE    MIST 75ML Sve 33%","20130729","20130819"
"074129231",12,"R30747400","JF FRIZZ EASE   &   HSPRY 250ML Sve 33%","20130729","20130819"
"074129231",13,"R30747400","JF FRIZZ EASE   &   HSPRY 250ML Sve 33%","20130729","20130819"
"074129628",13,"R30747401","JF FRIZZ EASE     CREME 100ML Sve 33%","20130729","20130819"
"074130637",12,"R30747401","JF FRIZZ EASE     CREME 100ML Sve 33%","20130729","20130819"
"074130637",13,"R30747402","JF  FRIZZ EASE 3 DAYSTRT 100ML Sve 33%","20130729","20130819"
"074130637",12,"R30747402","JF  FRIZZ EASE 3 DAYSTRT 100ML Sve 33%","20130729","20130819"
"074130729",13,"R30747403","JF  FRIZZ EASE HEAT  SPRY150ML Sve 33%","20130729","20130819"
"074129277",12,"R30747403","JF  FRIZZ EASE HEAT  SPRY150ML Sve 33%","20130729","20130819"
"074129628",13,"R30747404","JF  F.EASE STRAIGHT FIXN 100ML Sve 33%","20130729","20130819"
"052352114-001",12,"R30747404","JF  F.EASE STRAIGHT FIXN 100ML Sve 33%","20130729","20130819"
"074130729",13,"R30747405","JF GEL FRIZZ ESE  SPI STYLE150M Sve 33%","20130729","20130819"
"070742236",12,"R30747405","JF GEL FRIZZ ESE  SPI STYLE150M Sve 33%","20130729","20130819"
"070742236",13,"R30747406","JF FRIZZ EASE   SERUM  25ML Sve 33%","20130729","20130819"
"070742236-001",12,"R30747406","JF FRIZZ EASE   SERUM  25ML Sve 33%","20130729","20130819"
"070742236-001",13,"R30747407","JF FRIZZ EASE     SERUM 50ML Sve 33%","20130729","20130819"
"070752967",12,"R30747407","JF FRIZZ EASE     SERUM 50ML Sve 33%","20130729","20130819"
"070752967",13,"R30747408","JF FRIZZ EASE   SERUM  50ML Sve 33%","20130729","20130819"
"074438090",12,"R30747408","JF FRIZZ EASE   SERUM  50ML Sve 33%","20130729","20130819"
"074438090",13,"R30747409","JF FRIZZ EASE     TRNT 200ML Sve 33%","20130729","20130819"
"052352114-001",12,"R30747409","JF FRIZZ EASE     TRNT 200ML Sve 33%","20130729","20130819"
"052352114-001",13,"R30747410","JF SHEER  HOLD  HSPRY 250ML Sve 33%","20130729","20130819"
"052352114",12,"R30747410","JF SHEER  HOLD  HSPRY 250ML Sve 33%","20130729","20130819"
"052352114",13,"R30747411","JF SHEER BNDBOOST MOUSSE  200ML Sve 33%","20130729","20130819"
"052352114",12,"R30747411","JF SHEER BNDBOOST MOUSSE  200ML Sve 33%","20130729","20130819"
"052352114",13,"R30760926","Pampers Sensitive Baby Wipes 56 per pk HALFPRICE","20130729","20130819"
"052352114-001",12,"R30760926","Pampers Sensitive Baby Wipes 56 per pk HALFPRICE","20130729","20130819"
"050415142",13,"R30748837","COLGATE MAX BLUEBEADS 100ML RRP SV33%","20130729","20130819"
"050415142",12,"R30748837","COLGATE MAX BLUEBEADS 100ML RRP SV33%","20130729","20130819"
"055126096-001",13,"R30748838","COL T/PASTE SENSITIVE PUMP100ML SV33%","20130729","20130819"
"055126096-001",12,"R30748838","COL T/PASTE SENSITIVE PUMP100ML SV33%","20130729","20130819"
"055126096",13,"R30748807","NIVEA SOFT 300ML  SV1/3","20130729","20130819"
"055126096",12,"R30748807","NIVEA SOFT 300ML  SV1/3","20130729","20130819"
"074129415",13,"R30748808","NIVEA CREME 50ML SV1/3","20130729","20130819"
"074129334",12,"R30748808","NIVEA CREME 50ML SV1/3","20130729","20130819"
"074129559",13,"R30748809","NIVEA CREME 200ML SV1/3","20130729","20130819"
"074129559",12,"R30748809","NIVEA CREME 200ML SV1/3","20130729","20130819"
"074129559",13,"R30748810","NIVEA INT. SOFT MOISTNG CREME 200ML SV1/3","20130729","20130819"
"074129415",12,"R30748810","NIVEA INT. SOFT MOISTNG CREME 200ML SV1/3","20130729","20130819"
"074129571",13,"R30748811","NIVEA SOFT INT MST CREME 75ML SV1/3","20130729","20130819"
"074129571",12,"R30748811","NIVEA SOFT INT MST CREME 75ML SV1/3","20130729","20130819"
"074129571",13,"R30748812","ATRIXO ENRICHED HAND CRM200ML SV1/3","20130729","20130819"
"074438090",12,"R30748812","ATRIXO ENRICHED HAND CRM200ML SV1/3","20130729","20130819"
"074129334",13,"R30748813","NIVEA VISAGE REFRESHING CLNS WIPES 25'S H/P","20130729","20130819"
"074129334",12,"R30748813","NIVEA VISAGE REFRESHING CLNS WIPES 25'S H/P","20130729","20130819"
"074129415",13,"R30748814","NIVE VISGE CLENSING WIPES DRY/SENS. 25 H/P","20130729","20130819"
"056664453",12,"R30748814","NIVE VISGE CLENSING WIPES DRY/SENS. 25 H/P","20130729","20130819"
"056664453",13,"R30748815","NIVEA VISAGE FRAGRANCE FREE WIPES 25'S H/P","20130729","20130819"
"067708357",12,"R30748815","NIVEA VISAGE FRAGRANCE FREE WIPES 25'S H/P","20130729","20130819"
"067708357",13,"R30748816","NIV VISGE GENTLE CLNS LTN DRY/SENS 200ML H/P","20130729","20130819"
"051528871",12,"R30748816","NIV VISGE GENTLE CLNS LTN DRY/SENS 200ML H/P","20130729","20130819"
"051078043-002",13,"R30748817","NIV VISAGE 2 IN 1 CLEANSER & TONER 200ML H/P","20130729","20130819"
"051783628",12,"R30748817","NIV VISAGE 2 IN 1 CLEANSER & TONER 200ML H/P","20130729","20130819"
"051783628",13,"R30748818","NIVEA VISAGE REFRESHING TONER 200ML SV1/3","20130729","20130819"
"065328395-001",12,"R30748818","NIVEA VISAGE REFRESHING TONER 200ML SV1/3","20130729","20130819"
"059054842",13,"R30748819","NIV VISAGE FACIAL WASH GEL 150ML SV1/3","20130729","20130819"
"059054842",12,"R30748819","NIV VISAGE FACIAL WASH GEL 150ML SV1/3","20130729","20130819"
"060722454",13,"R30748820","NIV VISAGE GENTLE EYE REMOVER 125ML SV1/3","20130729","20130819"
"065328395-001",12,"R30748820","NIV VISAGE GENTLE EYE REMOVER 125ML SV1/3","20130729","20130819"
"051078043-001",13,"R30748821","NIV VISGE RICH DILY MST CRMD/SEN 50ML SV1/3","20130729","20130819"
"065328395",12,"R30748821","NIV VISGE RICH DILY MST CRMD/SEN 50ML SV1/3","20130729","20130819"
"050415159",13,"R30748822","NIV VISAGE DAILY MST CRM 50ML SV1/3","20130729","20130819"
"060722454",12,"R30748822","NIV VISAGE DAILY MST CRM 50ML SV1/3","20130729","20130819"
"051528871",13,"R30748823","NIVEA VISAGE NIGHT CREAM 50ML SV1/3","20130729","20130819"
"060721674",12,"R30748823","NIVEA VISAGE NIGHT CREAM 50ML SV1/3","20130729","20130819"
"051078043-003",13,"R30748824","NIV VISAGE TINTED DAY CRM50ML SV1/3","20130729","20130819"
"059054842-001",12,"R30748824","NIV VISAGE TINTED DAY CRM50ML SV1/3","20130729","20130819"
